"customerkey","geographykey","customeralternatekey","title","fullname","birthdate","maritalstatus","gender","yearlyincome","totalchildren","numberchildrenathome","englisheducation","spanisheducation","frencheducation","englishoccupation","numbercarsowned","addressline1","addressline2","phone","datefirstpurchase","commutedistance"
11111,34,"AW00011111",NULL,"Meredith Gutierrez","1967-08-23","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"7610 Northridge Ct.",NULL,"1 (11) 500 555-0179","2020-05-20","0-1 Miles"
11112,25,"AW00011112",NULL,"Crystal Wang","1968-03-08","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"2773 Kirkwood Dr",NULL,"1 (11) 500 555-0134","2020-05-25","0-1 Miles"
11113,30,"AW00011113",NULL,"Micheal Blanco","1973-02-17","M","M","70000.00",5,4,"Bachelors","Licenciatura","Bac + 4","Professional",2,"596 Marfargoa Drive",NULL,"1 (11) 500 555-0131","2022-02-01","5-10 Miles"
11114,14,"AW00011114",NULL,"Leslie Moreno","1967-11-25","S","F","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"7941 Cristobal",NULL,"1 (11) 500 555-0115","2022-03-18","5-10 Miles"
11115,17,"AW00011115",NULL,"Alvin Cai","1967-08-12","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"7759 Azalea Avenue",NULL,"1 (11) 500 555-0191","2022-02-10","0-1 Miles"
11116,18,"AW00011116",NULL,"Clinton Carlson","1979-04-02","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"7943 Cunha Ct.",NULL,"1 (11) 500 555-0184","2022-03-15","5-10 Miles"
11117,8,"AW00011117",NULL,"April Deng","1966-08-21","M","F","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",3,"485 Ash Lane",NULL,"1 (11) 500 555-0182","2020-05-06","10+ Miles"
11118,6,"AW00011118",NULL,"Alvin Zeng","1962-12-31","S","M","80000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"3853 Wildcat Circle","Unit 13c12","1 (11) 500 555-0174","2022-07-10","0-1 Miles"
11119,13,"AW00011119",NULL,"Evan James","1940-10-07","S","M","30000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical",2,"4157 Sierra Ridge",NULL,"1 (11) 500 555-0187","2022-02-03","0-1 Miles"
11120,18,"AW00011120",NULL,"Beth Jiménez","1942-02-06","S","F","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"7401 Las Palmas",NULL,"1 (11) 500 555-0164","2020-05-14","5-10 Miles"
11121,10,"AW00011121",NULL,"Orlando Suarez","1966-05-18","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",3,"7743 Hames Dr",NULL,"1 (11) 500 555-0198","2022-06-24","10+ Miles"
11122,12,"AW00011122",NULL,"Byron Vazquez","1965-09-30","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",3,"3187 Hackamore Lane",NULL,"1 (11) 500 555-0136","2022-02-21","5-10 Miles"
11123,39,"AW00011123",NULL,"Philip Alvarez","1965-12-18","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",3,"2775 Mt. Olivet Pl.",NULL,"1 (11) 500 555-0191","2022-04-17","10+ Miles"
11124,40,"AW00011124",NULL,"Ross Jordan","1968-07-23","S","M","80000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"6973 Dublin Court",NULL,"1 (11) 500 555-0126","2020-05-05","5-10 Miles"
11125,37,"AW00011125",NULL,"Dana Navarro","1961-10-06","S","F","70000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"8481 Zartop Street",NULL,"1 (11) 500 555-0172","2022-01-31","5-10 Miles"
11126,11,"AW00011126",NULL,"Shaun Carson","1954-10-05","M","M","10000.00",2,1,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"57 Wolf Way",NULL,"1 (11) 500 555-0155","2020-05-28","0-1 Miles"
11127,361,"AW00011127",NULL,"Jan Edwards","1981-04-19","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",1,"9409 The Alameda",NULL,"111-555-0118","2022-04-10","5-10 Miles"
11128,635,"AW00011128",NULL,"Samantha Long","1981-06-03","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",1,"1606 Alderwood Lane",NULL,"175-555-0139","2022-06-19","5-10 Miles"
11129,638,"AW00011129",NULL,"Julia Wright","1981-02-01","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",1,"7397 Central Blvd.",NULL,"456-555-0174","2020-08-06","5-10 Miles"
11130,543,"AW00011130",NULL,"Caroline Russell","1985-07-05","M","F","30000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"3884 Bates Court",NULL,"424-555-0137","2022-12-09","5-10 Miles"
11131,50,"AW00011131",NULL,"Amanda Rivera","1985-09-09","M","F","30000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"9573 Royal Oak Rd.",NULL,"918-555-0126","2022-10-18","0-1 Miles"
11132,51,"AW00011132",NULL,"Melissa Richardson","1986-04-25","S","F","30000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"6832 Fruitwood Dr",NULL,"928-555-0118","2022-04-09","5-10 Miles"
11133,542,"AW00011133",NULL,"Angela Griffin","1986-03-08","S","F","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"3828 Baltic Sea Ct",NULL,"598-555-0174","2022-12-30","0-1 Miles"
11134,30,"AW00011134",NULL,"Larry Townsend","1957-02-22","S","M","10000.00",5,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"7034 Carson",NULL,"1 (11) 500 555-0130","2020-05-03","5-10 Miles"
11135,302,"AW00011135",NULL,"Marcus Harris","1985-05-02","S","M","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"9068 Quiet Place Drive",NULL,"442-555-0119","2022-04-18","5-10 Miles"
11136,53,"AW00011136",NULL,"Brianna Morgan","1984-04-24","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"9005 Eagle Ct.",NULL,"954-555-0117","2022-01-03","0-1 Miles"
11137,641,"AW00011137",NULL,"Jasmine Taylor","1984-01-17","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"2457 Matterhorn Court",NULL,"557-555-0146","2022-07-31","5-10 Miles"
11138,325,"AW00011138",NULL,"Lauren Davis","1984-03-14","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"8105 Pembrook Court",NULL,"832-555-0121","2022-09-19","0-1 Miles"
11139,28,"AW00011139",NULL,"Tanya Moreno","1949-11-05","S","F","30000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical",2,"6155 Wilbur Drive",NULL,"1 (11) 500 555-0185","2022-09-14","5-10 Miles"
11140,301,"AW00011140",NULL,"Javier Alvarez","1982-08-11","S","M","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"8935 Etcheverry Dr.",NULL,"763-555-0134","2022-03-19","5-10 Miles"
11141,314,"AW00011141",NULL,"Nicole Ramirez","1982-12-19","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"1101 C Street",NULL,"152-555-0162","2022-05-16","0-1 Miles"
11142,51,"AW00011142",NULL,"Eduardo Patterson","1983-02-11","S","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"6255 Macalvey Dr.",NULL,"190-555-0184","2022-02-13","0-1 Miles"
11143,334,"AW00011143",NULL,"Jonathan Henderson","1982-08-04","M","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"165 East Lane Road",NULL,"149-555-0113","2022-06-15","5-10 Miles"
11144,607,"AW00011144",NULL,"Edward Hernandez","1985-03-08","S","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"7607 Pine Hollow Road",NULL,"178-555-0196","2022-01-25","0-1 Miles"
11145,536,"AW00011145",NULL,"Jasmine Coleman","1985-06-06","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"1961 Oak Grove Road",NULL,"857-555-0115","2022-01-25","0-1 Miles"
11146,8,"AW00011146",NULL,"Karla Goel","1945-02-22","S","F","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"3272 Corrie Lane",NULL,"1 (11) 500 555-0137","2022-02-05","5-10 Miles"
11147,40,"AW00011147",NULL,"Ernest Wu","1944-08-04","M","M","60000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"1832 RiverRock Dr",NULL,"1 (11) 500 555-0139","2020-05-13","0-1 Miles"
11148,22,"AW00011148",NULL,"Ross Vazquez","1947-02-13","M","M","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"1201 Paso Del Rio Way",NULL,"1 (11) 500 555-0163","2022-03-07","5-10 Miles"
11149,25,"AW00011149",NULL,"Theodore Gill","1946-10-18","M","M","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"9120 Pinewood Court",NULL,"1 (11) 500 555-0194","2022-06-04","0-1 Miles"
11150,39,"AW00011150",NULL,"Russell Shen","1946-09-12","S","M","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"4755 Easley Drive",NULL,"1 (11) 500 555-0191","2022-03-27","5-10 Miles"
11151,18,"AW00011151",NULL,"Melinda Gill","1947-08-25","S","F","60000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"805 Rainier Dr.",NULL,"1 (11) 500 555-0117","2020-05-15","0-1 Miles"
11152,633,"AW00011152",NULL,"James Williams","1981-07-09","S","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"6827 Seagull Court",NULL,"355-555-0153","2022-01-09","5-10 Miles"
11153,635,"AW00011153",NULL,"Angela James","1981-12-21","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"8877 Weatherly Drive",NULL,"847-555-0111","2022-03-29","5-10 Miles"
11154,553,"AW00011154",NULL,"Megan Walker","1982-02-18","S","F","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"6898 Holiday Hills",NULL,"918-555-0186","2022-01-10","5-10 Miles"
11155,301,"AW00011155",NULL,"Hunter Robinson","1981-07-25","S","M","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"8356 Mori Court",NULL,"891-555-0125","2022-01-06","1-2 Miles"
11156,334,"AW00011156",NULL,"Maria Roberts","1981-08-06","S","F","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"9452 Mariposa Ct.",NULL,"158-555-0199","2022-01-08","1-2 Miles"
11157,642,"AW00011157",NULL,"Hannah Long","1980-12-08","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"1832 Preston Ct.",NULL,"974-555-0177","2022-07-24","5-10 Miles"
11158,361,"AW00011158",NULL,"Jason Wright","1981-04-06","S","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"6771 Bundros Court",NULL,"694-555-0176","2022-01-19","5-10 Miles"
11159,385,"AW00011159",NULL,"Brianna Hughes","1981-03-16","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"6793 Bonifacio St.",NULL,"319-555-0183","2022-09-08","1-2 Miles"
11160,311,"AW00011160",NULL,"Maurice Tang","1979-07-08","S","M","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"2886 Chaparral Court","Space # 45","947-555-0172","2022-02-21","5-10 Miles"
11161,311,"AW00011161",NULL,"Emily Wood","1979-10-20","S","F","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"1562 Black Walnut",NULL,"184-555-0114","2022-06-01","1-2 Miles"
11162,331,"AW00011162",NULL,"Chase Cox","1979-09-02","S","M","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"P.O. Box 8070",NULL,"764-555-0116","2022-02-18","5-10 Miles"
11163,372,"AW00011163",NULL,"Gabriel Wang","1980-06-18","M","M","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"8002 Crane Court",NULL,"617-555-0150","2022-05-01","5-10 Miles"
11164,374,"AW00011164",NULL,"Devin Brooks","1979-11-02","S","M","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"4231 Highland Dr.",NULL,"502-555-0138","2022-04-27","1-2 Miles"
11165,348,"AW00011165",NULL,"Jocelyn Alexander","1979-01-15","M","F","60000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"3376 Bank Way",NULL,"354-555-0134","2022-05-25","1-2 Miles"
11166,631,"AW00011166",NULL,"Ashley Martinez","1977-10-22","S","F","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"6993 Whyte Park Ave.",NULL,"131-555-0194","2022-10-14","0-1 Miles"
11167,618,"AW00011167",NULL,"Jasmine Barnes","1978-01-29","S","F","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"9183 Via Del Sol",NULL,"178-555-0156","2022-01-07","0-1 Miles"
11168,348,"AW00011168",NULL,"David Rodriguez","1973-11-12","S","M","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"38 Shangri-la Rd.",NULL,"730-555-0128","2022-01-15","0-1 Miles"
11169,312,"AW00011169",NULL,"Bryce Richardson","1973-12-20","M","M","90000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Management",1,"1841 Blackwood Drive",NULL,"178-555-0176","2022-05-26","0-1 Miles"
11170,612,"AW00011170",NULL,"Carol Howard","1973-08-04","M","F","90000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Management",1,"6281 Edward Ave",NULL,"845-555-0127","2022-08-26","0-1 Miles"
11171,385,"AW00011171",NULL,"Jonathan Hill","1978-10-05","S","M","100000.00",1,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"3731 Chinquapin Ct",NULL,"134-555-0196","2020-08-20","1-2 Miles"
11172,626,"AW00011172",NULL,"Gabrielle Adams","1973-05-20","M","F","100000.00",1,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"5621 Arcadia Pl.",NULL,"403-555-0152","2022-05-03","1-2 Miles"
11173,552,"AW00011173",NULL,"Sarah Thomas","1973-02-28","S","F","110000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",4,"5636 Mt. Whitney Dr.",NULL,"868-555-0188","2022-03-02","0-1 Miles"
11174,338,"AW00011174",NULL,"Nicholas Robinson","1973-01-09","M","M","110000.00",0,1,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",0,"1318 Lasalle Street",NULL,"949-555-0138","2022-07-13","2-5 Miles"
11175,300,"AW00011175",NULL,"Luis Wang","1968-09-01","S","M","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"6943 Patterson Blvd.",NULL,"418-555-0127","2020-08-28","5-10 Miles"
11176,50,"AW00011176",NULL,"Mason Roberts","1979-01-21","M","M","90000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Management",1,"5753 Megan Dr.",NULL,"539-555-0162","2022-02-02","1-2 Miles"
11177,359,"AW00011177",NULL,"Jose Flores","1948-01-01","M","M","110000.00",2,4,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"3991 Rambling Rose Drive",NULL,"157-555-0182","2022-03-29","5-10 Miles"
11178,334,"AW00011178",NULL,"Nathan Johnson","1954-08-20","M","M","100000.00",2,3,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"8927 Daylight Place",NULL,"117-555-0182","2022-02-21","1-2 Miles"
11179,300,"AW00011179",NULL,"Molly Rodriguez","1959-12-08","M","F","120000.00",2,4,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"5556 Riverland Dr.",NULL,"135-555-0185","2022-03-12","5-10 Miles"
11180,307,"AW00011180",NULL,"April Anand","1948-07-01","M","F","160000.00",1,3,"Bachelors","Licenciatura","Bac + 4","Management",4,"3531 Brookview Drive",NULL,"702-555-0144","2022-03-17","0-1 Miles"
11181,338,"AW00011181",NULL,"Devin Martin","1960-02-01","M","M","170000.00",2,3,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"1085 Greenbelt Way","Unit B-105","735-555-0197","2022-05-07","0-1 Miles"
11182,638,"AW00011182",NULL,"Stephanie Torres","1950-02-22","S","F","70000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"6968 Mildred Ln.",NULL,"567-555-0176","2022-08-28","10+ Miles"
11183,368,"AW00011183",NULL,"Jasmine Lee","1950-01-12","S","F","70000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"7502 Contuti Avenue",NULL,"147-555-0199","2022-04-30","10+ Miles"
11184,311,"AW00011184",NULL,"Meghan Hernandez","1955-11-13","S","F","70000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"5872 L St.",NULL,"967-555-0188","2022-08-10","10+ Miles"
11185,53,"AW00011185",NULL,"Ashley Henderson","1950-04-07","S","F","70000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"8834 San Jose Ave.",NULL,"173-555-0121","2022-02-21","10+ Miles"
11186,352,"AW00011186",NULL,"Sarah Price","1949-11-18","S","F","70000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"4815 Paraiso Ct.",NULL,"180-555-0133","2022-10-18","10+ Miles"
11187,612,"AW00011187",NULL,"Jennifer Cooper","1949-08-21","M","F","60000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"2429 Longview Road",NULL,"857-555-0111","2022-04-03","10+ Miles"
11188,361,"AW00011188",NULL,"Catherine Morris","1950-03-06","M","F","60000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"6542 Stonewood Drive",NULL,"795-555-0117","2022-11-01","1-2 Miles"
11189,609,"AW00011189",NULL,"Lawrence Blanco","1950-01-12","S","M","60000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"7502 Contuti Avenue",NULL,"656-555-0171","2020-08-26","10+ Miles"
11190,300,"AW00011190",NULL,"Carson Bryant","1949-12-20","M","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"2995 Youngsdale Dr.",NULL,"240-555-0142","2022-08-28","10+ Miles"
11192,637,"AW00011192",NULL,"James Brown","1951-03-13","M","M","60000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"673 Old Mountain View Dr.",NULL,"725-555-0117","2022-06-23","2-5 Miles"
11194,352,"AW00011194",NULL,"Jacqueline Price","1950-12-08","M","F","60000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"872 Mark Twain Dr",NULL,"266-555-0112","2022-03-13","2-5 Miles"
11195,635,"AW00011195",NULL,"Megan Henderson","1951-08-10","M","F","60000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",3,"8411 Mt. Olivet Place",NULL,"560-555-0150","2022-04-14","10+ Miles"
11196,536,"AW00011196",NULL,"Alfredo Romero","1951-12-05","M","M","60000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",3,"2499 Greendell Pl",NULL,"342-555-0110","2022-03-03","10+ Miles"
11197,637,"AW00011197",NULL,"Andrea Morris","1951-12-16","M","F","70000.00",3,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"1883 Green View Court",NULL,"715-555-0178","2022-05-02","1-2 Miles"
11198,368,"AW00011198",NULL,"Brooke Sanders","1952-05-25","S","F","70000.00",4,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"5192 Dumbarton Drive",NULL,"215-555-0156","2022-02-05","10+ Miles"
11199,302,"AW00011199",NULL,"Jacqueline Bennett","1957-11-02","M","F","70000.00",4,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"8948 Chinquapin Court",NULL,"413-555-0174","2022-03-18","10+ Miles"
11200,69,"AW00011200",NULL,"Jason Griffin","1953-05-21","M","M","70000.00",4,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"7239 Nicholas Drive",NULL,"232-555-0160","2022-02-07","1-2 Miles"
11201,369,"AW00011201",NULL,"Amanda Foster","1953-02-14","M","F","70000.00",4,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"3984 San Francisco",NULL,"505-555-0159","2022-07-01","10+ Miles"
11202,334,"AW00011202",NULL,"Alexia Price","1958-08-22","M","F","80000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"2079 Wellington Ct",NULL,"552-555-0118","2022-09-15","1-2 Miles"
